Miếng Da Lừa	A SZAMÁRBŐR
Sau hết ai mà chẳng sống cuộc đời trẻ thơ, cuộc đời nhàn rỗi, cuộc đời của người man rợ, trừ việc làm của họ?	Kinek életében nem volt még olyan idő, amikor a gyermek zabolátlan, henye, munkátlan életét élte?
Raphaël sống như thế đó trong bao nhiêu ngày, không sự chăm sóc, không ước muốn, cảm thấy dễ chịu rõ ràng, một niềm vui kỳ lạ, xoa dịu mọi lo âu, khuây khỏa những đau khổ của anh.	Igy élt Raphael néhány napig, gondtalanul, kivánságok nélkül, érezve, hogy valami különösen jóleső érzés fogja el, mely megcsillapitja nyugtalanságát, s enyhiti szenvedéseit.
Anh leo núi đá, lên ngồi trên đỉnh cao từ đó mắt nhìn bao trùm một phong cảnh rộng lớn nào.	Hegyeket mászott és el-elüldögélt valamelyik csucson, amelyről roppant kiterjedésü tájakat ölelt fel a tekintete.
Ở đó, anh qua cả những ngày dài như một cây dưới nắng, như một con thỏ trong hang.	Naphosszant eltanyázott egy-egy ilyen helyen, mint növény a napon, nyul a vackában.
Hoặc giả, làm quen với những hiện tượng của cây cỏ, với những chuyển biến của bầu trời, anh theo dõi tiến trình của mọi vật trên mặt đất, dưới nước hay trên không.	És amint egyre közelebbről ismerte meg a vegetáció jelenségeit, az égbolt elváltozásait: a föld minden munkájának eredményét a vizzel, meg a levegővel hozta kapcsolatba.
Anh cố gắng hòa mình với sự vận động bên trong của cảnh tự nhiên đó, và tự khép mình khá trọn vẹn vào sự phục tùng thụ động để chịu cái quy luật độc đoán và bảo thủ, nó chi phối những sinh hoạt bản năng.	Megkisérlette, hogy a természet belső életéhez szegődjék és passziv engedelmességgel azonositsa magát vele, hogy ekként ő is ama deszpotikus, de föntartó törvény alá kerüljön, mely az ösztönéletet élők fölött uralkodik.
Anh chẳng muốn tự đảm nhiệm lấy bản thân nữa.	A jobbik felével szabadulni akart a másik terhétől.
Giống như những kẻ tội phạm thuở xưa, bị pháp luật truy nã, được cứu thoát nếu nấp kịp vào bóng của một giáo đường, anh cố gắng lẩn mình vào nơi cung tẩm của cuộc đời.	Mint hajdanában a gonosztevők oltalmat találtak valami szent oltár tövében, ha üldözőbe vette őket az igazságszolgáltatás, ugy ő is a természet szentélyébe akart belopakodni.
Anh đã trở thành bộ phận gắn liền với cuộc sinh trưởng lớn rộng và mãnh liệt đó; anh đã theo sát những biến chuyển của thời tiết, cư trú ở khắp các hốc núi đá, thuộc lòng những phong tục tập quán của mọi cây cỏ, nắm vững sự vận động của nước, những kho tàng của nó, và làm quen với các động vật; tựu trung, anh đã hoàn toàn hòa hợp với mảnh đất sinh động đó đến mức tưởng chừng anh đã nắm được linh hồn và thấu suốt những bí ẩn của nó.	Sikerült egy részévé válnia ennek a hatalmas, buja tenyészetnek; el tudta viselni az időjárás viszontagságait, bejárt minden sziklahasadékot, megismerte minden növény életemódját, tanulmányozta a tó fekvését, természetét, megismerkedett az állatok szokásaival, szóval annyira megismerte ezt a lelkes kis földzugot, hogy szinte már az eleven lelkéig hatolt és kifürkészte titkait.
- Chẳng khá hơn cũng chẳng nặng thêm.	– Se jobban nincsen, se rosszabbul, – mondta.
Cả đêm qua ông ấy còn ho rũ rượi.	– Ma éjszaka is ugy köhögött, hogy majd kiszakadt a lelke.
Ông ấy ho, ông ấy khạc, đến là tội, ông bạn đáng mến ấy.	Ugy köhög és annyit köp az a finom jó ur, hogy megesik az ember szive rajta.
Tôi và bố cháu, cứ bảo nhau ông ấy lấy hơi đâu mà ho như thế.	Eltanakodtunk rajta az urammal, hogy ugyan honnan szedi hát az erőt ehhez a szörnyü köhögéshez.
Đến nẫu ruột.	Még hallani is fáj.
Bọn tôi cứ sợ một buổi sớm nào ông ấy tắt nghỉ trong giường mất.	Mindig attól tartunk, hogy egyszer csak vége lesz, aztán ugy találjuk az ágyában reggel, holtan.
Người thì cứ tái nhợt như tượng Chúa bằng sáp vậy.	Oly halovány, mint a viasz-Krisztus!… Istenkém!
Lạy Đức Mẹ, tôi cứ để ý xem khi ông ấy ngủ dậy, thật thế, tội nghiệp, người ông ấy gầy như que củi.	Látom, mikor fölkél; olyan vézna, olyan soványka a teste, mint a karó.
Mà mình mẩy cũng đã hôi hám.	És már valami furcsa szaga is van!
Nhưng ông ấy cũng mặc, ông ấy chạy hết hơi cứ như còn dư sức vậy.	Oda se neki, azért csak ugy lót-fut, mintha több volna soknál benne az egészség.
Mà ông ấy cũng gan, không phàn nàn kêu ca gì cả.	Még hozzá nem is panaszkodik!
Nhưng thật ra, chẳng thà ông ấy nhắm mắt đi còn hơn, vì ông ấy chịu cái khổ nạn của Chúa!	Pedig igazán jobb volna már szegénynek a földben, mert keserves kinszenvedés csak az élete!
Còn tôi chẳng muốn thế, cụ ạ, cái đó chẳng lợi gì cho chúng tôi.	Nem önzésből kivánjuk mi ezt, már ugyan miért kivánnánk!
- Chị nói tiếp, - chỉ có người Paris mới mắc những bệnh ma quỷ ấy!	Édes Istenkém, csak a párisiakba költözhetik ilyen kutyakomisz kórság!
Nó ở đâu ra như vậy?	Honnan szedik magukra?
Ông ấy không biết thế đâu, cụ ạ!	Tetszik tudni, a láz, a láz sorvasztja, emészti, viszi sirba szegényt!
Ông ấy chẳng nhìn thấy gì hết.	Nem tud róla, még csak nem is sajditja.
Này cụ Jonathas, đừng vì thế mà khóc!	Nem vesz az észre semmit… Nem kell azért sirni, Jonathas ur!
Phải nghĩ rằng ông ấy không đau đớn nữa là sung sướng rồi.	Inkább azt kell mondogatni, hogy bizony jobb lesz neki, hogyha nem szenved már annyit.
Cụ phải làm lễ chín ngày cho ông ấy.	Jó volna vagy egy kilencnapi buzgó könyörgést mondatni érette.
Bọn tôi đã thấy nhiều người làm lễ chín ngày mà khỏi đấy, và bọn tôi sẵn sàng góp hương nến để cứu lấy con người hiền hậu, phúc đức ấy, một con cừu non của Chúa.	Láttam én már, hogy életre kelt tőle a félhalott és magam is adnék szivesen egy viaszgyertyát annak az áldott léleknek a jóvoltáért, aki olyan szelid, mint a husvéti bárány…
Raphaël nói yếu quá nên không ai nghe tiếng, anh đành phải nằm nghe lời chuyện trò kinh khủng đó.	Raphael hangja nagyon gyönge volt már ahhoz, hogy meghallhassák a szavát, kénytelen volt hát véges-végig fültanuja lenni e siralmas tereferének.
Nhưng rồi sốt ruột, anh rời khỏi giường bước ra ngưỡng cửa.	De végre is annyira kihozta sodrából, hogy otthagyta az ágyat és megjelent a küszöbön.
- Lão già khốn kiếp kia, - anh thét bảo Jonathas, - ông muốn giết tôi đấy à?	– Vén mamlasz, – förmedt Jonathasra, – hát a hóhérom akarsz lenni?
Chị nông dân tưởng trông thấy một bóng ma, bỏ chạy.	A menyecske azt hitte, kisértetet lát és elfutott.
- Tôi cấm ông, - Raphaël nói tiếp, - không được lo ngại gì về sức khỏe của tôi.	– Megtiltom neked, – folytatta Raphael, – hogy csak a legkevésbbé is aggódj egészségemért.
- Thưa hầu tước, vâng, - người lão bộc vừa nói vừa lau nước mắt.	– Igenis, marquis ur, – válaszolt az öreg cseléd, könnyeit törölgetve.
- Mà từ nay, tốt hơn cả là không có lệnh của tôi ông đừng tới đây.	– És azt is igen jól tennéd, ha ezentul nem jönnél ide egyenes meghagyásom nélkül.
Jonathas định tuân theo; nhưng trước khi rút lui, cụ đưa con mắt trung thành và thương xót nhìn hầu tước.	Jonathas engedelmesen el akart távozni, de mielőtt indult volna, olyan hüséges, olyan szánakozó pillantást vetett az urára, hogy Raphael a halálos itéletét olvasta ki belőle.
- Ông làm sao?	– Uram!…
- Cút ngay.	– Eredj!
Cút ngay!	Eredj!
- Sương chiều đã xuống đấy, ông ạ, - chị ta bảo anh.	– Nagyon beesteledett már, drága jó ur, – szólitotta meg.
Sương độc lắm, mà ông thì từ sáng đến giờ chẳng ăn gì cả.	Nem tesz ám jót ez az esteli harmat, meg azután nem is evett ma még egy falatot sem.
Sáng nào cũng đào lỗ cho người ta chưa đủ à, hay muốn chôn ngay tối nay!	Nem elég, hogy minden reggel megássátok a siromat, azon vájkáltok még este is?…
- Đào lỗ cho ông à?	– A sirját, uram?
Bọn tôi thì muốn ông cứ khỏe như cụ cố chúng tôi ấy chứ, sao lại đào lỗ?	Inkább azt szeretnénk, hogy itt vénüljön meg közöttünk, mint nagyapó, nem hogy a sirba tennénk!
Lỗ à?	A sirba!
Chúng ta ai cũng xuống lỗ cả thôi, chẳng muộn gì.	Ugyis hamarébb odakerülünk a kelleténél mindannyian.
- Ông víu vào tay tôi, ông ạ.	– Nyujtsa csak a kezét, uram.
- Mặc tôi!	– Nem!
Cái tình cảm mà con người khó chịu nổi nhất là lòng thương hại, nhất là khi người ta đáng được thương hại thật sự.	Legnehezebben a szánalom érzését viseli el az ember, különösen akkor, ha rászolgált.
Sự căm hờn là một liều thuốc bổ, nó làm cho người ta sinh hoạt, nó thúc đẩy sự báo thù; còn sự thương hại thì nó giết hại người ta, nó làm cho ta đã suy yếu lại càng suy yếu thêm.	A gyülölet megerősit, éltet, bosszura ösztökél, de a szánalom öl, még a gyengeségünket is gyöngébbé teszi.
Đó là điều ác trở thành xiểm nịnh, đó là sự khinh bỉ trong lòng thương mến, hay lòng thương mến trong sự sỉ nhục.	Mézesmázos rossz az, megvetés a gyöngédségben, vagy gyöngédség a sérelemben.
Raphaël xem thấy ở ông lão trăm tuổi một lòng thương hại đắc ý, ở đứa trẻ một lòng thương hại tò mò, ở người đàn bà một lòng thương hại riết róng, ở người chồng một lòng thương hại vì lợi; nhưng dù nó lộ ra dưới hình thái nào thì nó cũng mang nặng cái chết chóc.	Raphael a százesztendős aggnál fölényes szánalomra talált, a gyermeknél kiváncsira, az asszonynál szószátyárkodóra, az uránál meg önzőre; de bármily alakban mutatkozott is ez a szánalom, mindig halálszagát érezte.
Một thi sĩ thì bất cứ về cái gì cũng làm nên bài thơ, kinh khủng hay hân hoan, tùy theo hình ảnh xúc động họ; tâm hồn phấn khích của họ gạt bỏ những biến sắc dịu hòa mà bao giờ cũng chọn những màu rực rỡ và sắc cạnh.	A költő mindenből rettentő, vagy mosolygó poémát csinál, aszerint, hogy milyen képek ragadták meg; fölcsigázott lelke elveti a halvány részleteket és mindenkor a rikitó, élénk szinekre esik a választása.
Cái sự thương hại kia tạo nên trong lòng Raphaël một bài thơ khủng khiếp về tang tóc và ưu phiền.	Ez a szánakozás Raphael lelkében gyászos, buskomor, rettentő poémát fogant.
Chắc hẳn anh đã không nghĩ rằng những tình cảm tự nhiên là thật thà khi anh muốn gần gũi với tự nhiên.	Bizonyára nem számolt a természetes érzések őszinteségével, mikor a természethez igyekezett közelebb férkőzni.
Khi anh tưởng ngồi một mình bên gốc cây, lên một cơn ho dai đẳng và không một lần nào không bị rã rời, sau cuộc vật lộn ghê gớm ấy, bỗng anh nhìn thấy cặp mắt long lanh và linh lợi của đứa trẻ, đứng nổi bật lên trong một bụi cỏ, như một kẻ man rợ, nó ngắm nghía anh một cách tò mò trẻ con trong đó có cả sự nhạo báng lẫn thích thú, và cái gì như sự quan tâm xen lẫn vô tình.	Mikor azt hitte, hogy egyedül van a fa tövében, hol megfojtogatta egy-egy makacs köhögési roham, melytől sohasem szabadult meg anélkül, hogy ki ne merült volna a rettentő küzködésben a kis kölyök villogó szempárját vette észre a bozót mögött, aki mintha őrszemként vizsgálta volna azzal a gyerekes kandisággal, amelyben csintalanság is van, meg kedvtelés is, Isten tudja, miféle érdeklődéssel kevert fitymálással elegyesen.
Anh nhận ra là viên thầy thuốc và viên linh mục ở Suối, chắc được Jonathas phái đến, được chủ nhà anh hỏi ý kiến, hay do cảm thấy có người sắp chết mà tới.	Fölismerte bennük a fürdő orvosát, meg a plébánost, akiket alighanem Jonathas küldött a nyakára, házigazdái tanácsára.
Tất cả mọi cái trước đây loan báo cho anh một cuộc sống lâu dài thì bây giờ tiên đoán một cái chết sắp tới.	Minden, ami még csak az imént hosszu élettel kecsegtette, most hamaros végét jövendölte meg.
Hôm sau anh trở về Paris, sau khi được mọi người trong nhà nhiệt liệt chúc những lời buồn rầu mà thật thà thương xót.	Másnap elutazott Párisba, szives gazdáinak siralmas jókivánságaitól, sajnálkozó bucsuzkodásától csak még jobban elkeseredve.
Cảnh vật bày ra trước mắt với một vẻ đỏm dáng tai ác.	Kegyetlenül kacérkodott vele a természet.
